,appid,name,short_description,developer,publisher,genre,tags,type,categories,owners,positive,negative,price,initialprice,discount,ccu,languages,platforms,release_date,required_age,website,header_image
585420,585420,Trailmakers,"Unleash your creativity and create a vast variety of vehicles to explore the open world of Trailmakers, or compete with your friends for speed, durability or versatility. Luxury sports cars? Helicopters? Vehicles that transform from plane, to boat, to car? The choice is yours.",Flashbulb,Flashbulb,"Action, Adventure, Indie, Racing, Simulation","Puzzle, Open World, Multiplayer, Jet",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Leaderboards', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Online PvP', 'Online Co-op', 'Remote Play on TV', 'PvP']","500,000 .. 1,000,000",12530,1085,2499,2499,0,532,"English, French, Italian, German, Spanish - Spain, Danish, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean","{'windows': True, 'mac': False, 'linux': False}",2019/09/18,0,http://www.playtrailmakers.com,https://cdn.akamai.steamstatic.com/steam/apps/585420/header.jpg?t=1668086433
586140,586140,BlazBlue Centralfiction,"Combining a 2D fighting game with a visual novel, the BlazBlue series continues on with massive fan support! The latest installation, BlazBlue: Centralfiction, serves as the ending to the Azure Saga, revealing the hidden truth of the world!",Arc System Works,"H2 Interactive Co., Ltd.",Action,"Fighting, Anime, 2D Fighter, Action",game,"['Multi-player', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards', 'Online PvP', 'Shared/Split Screen PvP', 'Remote Play Together', 'PvP']","200,000 .. 500,000",7730,523,3999,3999,0,290,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2017/04/25,0,http://www.h2interactive.co.kr/games/bbcf/pc/en/,https://cdn.akamai.steamstatic.com/steam/apps/586140/header.jpg?t=1653281343
588430,588430,Fallout Shelter,"Fallout Shelter puts you in control of a state-of-the-art underground Vault from Vault-Tec. Build the perfect Vault, keep your Dwellers happy, and protect them from the dangers of the Wasteland.",Bethesda Game Studios,Bethesda Softworks,"Free to Play, RPG, Simulation","Free to Play, Base-Building, Survival, Post-apocalyptic",game,"['Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'In-App Purchases']","5,000,000 .. 10,000,000",48035,6283,0,0,0,1981,"English, French, Italian, German, Spanish - Spain, Russian","{'windows': True, 'mac': False, 'linux': False}",2017/03/29,0,http://www.falloutshelter.com/,https://cdn.akamai.steamstatic.com/steam/apps/588430/header.jpg?t=1666909289
588650,588650,Dead Cells,"Dead Cells is a rogue-lite, metroidvania inspired, action-platformer. You'll explore a sprawling, ever-changing castle... assuming you’re able to fight your way past its keepers in 2D souls-lite combat. No checkpoints. Kill, die, learn, repeat. Regular free content updates!",Motion Twin,Motion Twin,"Action, Adventure, Indie","Adventure, Action Roguelike, Souls-like, Replay Value",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","2,000,000 .. 5,000,000",110804,3416,1499,2499,40,2562,"English, French, Simplified Chinese, Italian, German, Spanish - Spain, Japanese, Portuguese - Portugal, Russian, Turkish, Korean, Traditional Chinese, Portuguese - Brazil","{'windows': True, 'mac': True, 'linux': True}",2018/08/6,0,https://dead-cells.com/,https://cdn.akamai.steamstatic.com/steam/apps/588650/header.jpg?t=1665137249
589290,589290,Holdfast: Nations At War,Fight on multiple fronts in Holdfast: Nations At War - A multiplayer first and third-person shooter set during the great Napoleonic Era and WW1. Charge into battle with over 150 players per server!,Anvil Game Studios,Anvil Game Studios,"Action, Indie, Massively Multiplayer, Simulation, Strategy","Historical, Multiplayer, War, Strategy",game,"['Multi-player', 'Stats', 'Includes level editor', 'Steam Achievements', 'Steam Leaderboards', 'Steam Trading Cards', 'Steam Workshop', 'Online PvP', 'PvP']","500,000 .. 1,000,000",18837,2075,899,1999,55,417,"English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Italian, Czech, Dutch, Polish, Danish, Greek, Norwegian, Romanian, Swedish, Turkish","{'windows': True, 'mac': False, 'linux': False}",2020/03/5,0,https://www.holdfastgame.com,https://cdn.akamai.steamstatic.com/steam/apps/589290/header.jpg?t=1667840283
590380,590380,Into the Breach,Control powerful mechs from the future to defeat an alien threat. Each attempt to save the world presents a new randomly generated challenge in this turn-based strategy game.,Subset Games,Subset Games,"Indie, RPG, Simulation, Strategy","Strategy, Turn-Based Strategy, Indie, Pixel Graphics",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","1,000,000 .. 2,000,000",15211,875,1499,1499,0,422,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Arabic, Korean, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish","{'windows': True, 'mac': True, 'linux': True}",2018/02/27,0,,https://cdn.akamai.steamstatic.com/steam/apps/590380/header.jpg?t=1658236736
594570,594570,Total War: WARHAMMER II,"Strategy gaming perfected. A breath-taking campaign of exploration, expansion and conquest across a fantasy world. Turn-based civilisation management and real-time epic strategy battles with thousands of troops and monsters at your command.","CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)","Action, Strategy","Strategy, Fantasy, Turn-Based Strategy, RTS",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Online PvP', 'Online Co-op', 'Remote Play on Tablet', 'LAN PvP', 'LAN Co-op', 'PvP']","5,000,000 .. 10,000,000",109414,8286,5999,5999,0,7841,"English, French, Italian, German, Spanish - Spain, Czech, Korean, Polish, Portuguese - Brazil, Russian, Turkish, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': True, 'linux': True}",2017/09/28,0,,https://cdn.akamai.steamstatic.com/steam/apps/594570/header.jpg?t=1663773284
594650,594650,Hunt: Showdown,"Hunt: Showdown is a high-stakes, tactical PvPvE first-person shooter. Hunt for bounties in the infested Bayou, kill nightmarish monsters and outwit competing hunters - alone or in a group - with your glory, gear, and gold on the line.",Crytek,Crytek,Action,"Open World, Atmospheric, Tactical, Perma Death",game,"['Multi-player', 'Co-op', 'Steam Achievements', 'Steam Leaderboards', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'Remote Play on Tablet', 'Remote Play on TV', 'PvP']","2,000,000 .. 5,000,000",118693,24439,3999,3999,0,25077,"English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Polish, Turkish, Japanese, Portuguese - Brazil","{'windows': True, 'mac': False, 'linux': False}",2019/08/27,15,https://www.huntshowdown.com/,https://cdn.akamai.steamstatic.com/steam/apps/594650/header.jpg?t=1668088806
595520,595520,FINAL FANTASY XII THE ZODIAC AGE,"FINAL FANTASY XII THE ZODIAC AGE - This revered classic returns, now fully remastered for the first time for PC, featuring all new and enhanced gameplay.",Square Enix,Square Enix,RPG,"RPG, JRPG, Fantasy, Singleplayer",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards']","500,000 .. 1,000,000",5517,624,4999,4999,0,307,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2018/02/1,0,http://www.finalfantasyxii.com/home/,https://cdn.akamai.steamstatic.com/steam/apps/595520/header.jpg?t=1646911184
597170,597170,Clone Drone in the Danger Zone,"Clone Drone in the Danger Zone is a robot voxel slice-em-up where any part of your body can be sliced off. With your mind downloaded into a robot gladiator, you must survive the sinister trials of the arena.",Doborog Games,Doborog Games,"Action, Indie","Robots, Action, 3D Fighter, Swordplay",game,"['Multi-player', 'Single-player', 'Co-op', 'Captions available', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Workshop', 'Online PvP', 'Online Co-op', 'PvP']","500,000 .. 1,000,000",19267,588,1999,1999,0,217,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Japanese, Korean","{'windows': True, 'mac': True, 'linux': False}",2021/07/27,0,https://clonedroneinthedangerzone.com,https://cdn.akamai.steamstatic.com/steam/apps/597170/header.jpg?t=1655926512
599140,599140,Graveyard Keeper,"Build and manage a medieval graveyard while facing ethical dilemmas and making questionable decisions. Welcome to Graveyard Keeper, the most inaccurate medieval cemetery sim of the year.",Lazy Bear Games,tinyBuild,"Adventure, Indie, RPG, Simulation","Pixel Graphics, Crafting, RPG, Simulation",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","1,000,000 .. 2,000,000",24490,4003,1999,1999,0,1208,"English, French, German, Simplified Chinese, Spanish - Spain, Portuguese - Brazil, Korean, Japanese, Russian, Italian, Polish","{'windows': True, 'mac': True, 'linux': True}",2018/08/15,0,http://graveyardkeeper.com,https://cdn.akamai.steamstatic.com/steam/apps/599140/header.jpg?t=1667233324
600750,600750,Star Trek Timelines,"Explore the Final Frontier in the ultimate sci-fi strategy RPG, Star Trek Timelines! Join Starfleet and overcome challenges as you boldly go where no game has gone before – across the entire history of Star Trek.",Tilting Point,Tilting Point,"Adventure, Free to Play, RPG, Strategy","Free to Play, Strategy, Space, Adventure",game,"['Multi-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'In-App Purchases', 'Online PvP', 'PvP']","200,000 .. 500,000",736,412,0,0,0,270,"English, French, German, Spanish - Spain, Portuguese - Brazil","{'windows': True, 'mac': False, 'linux': False}",2017/07/12,0,http://www.startrektimelines.com,https://cdn.akamai.steamstatic.com/steam/apps/600750/header.jpg?t=1621332082
601150,601150,Devil May Cry 5,"The ultimate Devil Hunter is back in style, in the game action fans have been waiting for.","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Action,"Action, Hack and Slash, Great Soundtrack, Character Action Game",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Online Co-op', 'Remote Play on TV']","2,000,000 .. 5,000,000",83488,4256,2999,2999,0,1822,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Polish, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean","{'windows': True, 'mac': False, 'linux': False}",2019/03/7,0,http://www.capcom.co.jp/devil5/,https://cdn.akamai.steamstatic.com/steam/apps/601150/header.jpg?t=1643243335
601430,601430,The Evil Within 2,"Detective Sebastian Castellanos has lost everything, including his daughter, Lily. To save her, he must descend into the nightmarish world of STEM. Horrifying threats emerge from every corner, and he must rely on his wits to survive. For his one chance at redemption, the only way out is in.",Tango Gameworks,Bethesda Softworks,"Action, Adventure","Horror, Survival Horror, Psychological Horror, Story Rich",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']","1,000,000 .. 2,000,000",21323,1749,3999,3999,0,900,"English, French, Italian, German, Spanish - Spain, Japanese, Russian, Korean, Polish, Portuguese - Brazil, Traditional Chinese, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2017/10/12,0,https://evilwithin2.bethesda.net/?utm_source=Steam,https://cdn.akamai.steamstatic.com/steam/apps/601430/header.jpg?t=1569959193
601510,601510,Yu-Gi-Oh! Duel Links,"Take on Duelists around the world with &quot;Yu-Gi-Oh! Duel Links&quot;! Step into a world that crosses dimensions and connects all Duelists. In Duel World, any location transforms into a Duel Field where heated Duels unfold!",Konami Digital Entertainment,Konami Digital Entertainment,"Free to Play, Strategy","Free to Play, Card Game, Anime, Strategy",game,"['Multi-player', 'Single-player', 'Steam Achievements', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases', 'Online PvP', 'PvP']","2,000,000 .. 5,000,000",32036,6137,0,0,0,5293,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Korean, Japanese","{'windows': True, 'mac': False, 'linux': False}",2017/11/16,0,https://www.konami.com/yugioh/duel_links/,https://cdn.akamai.steamstatic.com/steam/apps/601510/header.jpg?t=1664354490
602960,602960,Barotrauma,"Barotrauma is a 2D co-op submarine simulator – in space, with survival horror elements. Steer your submarine, give orders, fight monsters, fix leaks, operate machinery, man the guns and craft items, and stay alert: danger in Barotrauma doesn’t announce itself!","FakeFish, Undertow Games",Daedalic Entertainment,"Action, Indie, Simulation, Strategy, Early Access","Co-op, Multiplayer, Survival, Submarine",game,"['Multi-player', 'Single-player', 'Co-op', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards', 'Steam Workshop', 'Online PvP', 'Online Co-op', 'PvP']","1,000,000 .. 2,000,000",32350,2617,2999,2999,0,2330,"English, French, German, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Spain, Polish, Spanish - Latin America, Turkish, Japanese, Korean","{'windows': True, 'mac': True, 'linux': True}",2019/06/5,0,http://barotraumagame.com/,https://cdn.akamai.steamstatic.com/steam/apps/602960/header.jpg?t=1667402793
603850,603850,Age of History II,"Age of History II is a grand strategy wargame that is simple to learn yet hard to master.Your objective is to use military tactics and cunning diplomacy to either unify the world, or conquer it.Will the world bleed out or bow before you? The choice is yours..",Łukasz Jakowski,Łukasz Jakowski Games,Strategy,"Strategy, Historical, War, Grand Strategy",game,"['Multi-player', 'Single-player', 'Steam Workshop', 'Shared/Split Screen PvP', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'PvP']","1,000,000 .. 2,000,000",24143,3402,499,499,0,1922,"English, German, Dutch, Russian, Greek, Polish, Romanian, Czech, Italian, Hungarian, French, Spanish - Spain, Turkish, Portuguese - Portugal, Korean, Traditional Chinese, Japanese, Portuguese - Brazil, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2018/11/21,0,http://ageofhistorygame.com,https://cdn.akamai.steamstatic.com/steam/apps/603850/header.jpg?t=1666987848
6060,6060,"Star Wars: Battlefront 2 (Classic, 2005)","Join the rise of Darth Vader’s elite 501st Legion of Stormtroopers as you fight through an all new story-based saga where every action you take impacts the battlefront and, ultimately, the fate of the Star Wars galaxy.",Pandemic Studios,"Lucasfilm, LucasArts, Disney",Action,"Action, Multiplayer, Shooter, Third-Person Shooter",game,"['Multi-player', 'Single-player', 'Partial Controller Support', 'Steam Cloud', 'Online PvP', 'PvP']","2,000,000 .. 5,000,000",45517,2783,999,999,0,271,English,"{'windows': True, 'mac': False, 'linux': False}",2009/07/8,0,http://www.swbattlefront2.com,https://cdn.akamai.steamstatic.com/steam/apps/6060/header.jpg?t=1602892465
